Aluminum Purity (%),Casting Temperature (°C),Cooling Water Temperature (°C),Casting Speed (m/min),Cast Bar Entry Temperature at Rolling Mill (°C),Emulsion Temperature at Rolling Mill (°C),Emulsion Pressure at Rolling Mill (bar),Emulsion Concentration (%),Rod Quench Water Pressure (bar)
1.0715593107281303,0.772373357446163,-1.5056765548370303,0.2297412099192887,1.5274752935416218,1.6651355175217197,0.42761949099146296,-1.0494962151413723,1.6809303237992013
-0.009455983478706301,-1.4520545479237967,-0.6993652569252351,1.7399324166556025,0.8719602076615371,0.3942265565523175,-1.1534938622950097,0.11715887176229706,-0.9954880811612725
-1.5874602299943954,1.5546183031440393,-1.1444303416735881,0.012172723228830956,-1.4589026884219471,1.5372351667004482,0.9058300650590676,-1.230153679049869,0.27833362932033984
-0.96985798350267,-0.8754678062388197,1.3037657874901283,-1.7109239584793436,-0.8802390864757512,0.27416721718705345,-1.275983470832126,1.279581637563468,0.9351655730626531
-0.6682496085761557,-0.41630209026510573,-0.6741387804174639,-0.8418124539921116,-0.0020641176930524573,-0.8434674550495983,1.3294569880920766,-0.3471548877429088,0.06708708147198632
1.2442819330553585,-1.6954037432345914,1.3705199075757313,0.16254139918239188,-0.9721316077195484,-0.5598720670625786,0.9510517030833237,0.5098110369506899,-0.31586583994572875
-0.574055308153575,0.4092157785873219,0.07562251838937531,-0.30381412983039935,1.4972755425900581,0.6510501311284616,-1.6331131601205187,0.24832964363517543,-0.970984755019135
-0.5272519055241319,-1.0875969094976983,1.145341245596728,0.14568548926057107,0.5477281883964908,0.41208490829278205,1.497323349435297,-1.204899266447548,1.0292971700965174
-0.5814844945300871,-0.9475585282009703,0.7076888726829454,-0.8134493892969421,-1.108475564145676,0.28491353408802955,0.6342218472811686,0.5505652606428233,0.015070883203726015
1.5296279955394725,1.6627956117862075,-0.9806543109660468,1.4226751411289307,1.1388580655121183,1.1818022217525868,1.1698751221547299,-1.0702434250383057,1.0603549493155116
0.6573345931173706,-0.7187978201294157,-1.0757188529033352,0.1430995260106871,1.0904558190078826,-0.8850175344427634,-0.6479983537068775,1.4791502549023283,1.489781391043732
-0.40881193206661554,-1.498251902306743,0.3632570734135717,1.6456492032250791,0.6122887391984762,0.8700521269531482,-0.8180976276487133,-0.7295059283313506,-1.4680468121459032
1.5843225834487662,-0.02607530282676315,0.9761040557274868,0.7084336593683471,1.444650385791248,1.2038979038458815,-0.48257438105804323,0.6755173743540603,0.5231198412482158
-0.08653439311788856,-1.3616741086416442,0.4375872408381905,0.5412830764040165,-0.15589003079450187,0.17668409281302702,-0.004820378715999452,0.7899768871169632,0.7360600795682528
-1.6772885138122,-0.7168990116331261,-1.475928522575132,0.4040987935152156,0.16871545239041014,0.36319223474219037,-0.1722259655684396,0.5426642673680202,1.6966102513865384
-1.344997576083031,-0.8999123591762089,-0.3080837246481183,-1.3545398306136442,-0.753162876165399,0.9440352969325068,-1.4274805984032273,0.9111645945555901,-1.4887065255809708
-0.08307603349557686,-0.36926191137503417,1.1075680409279791,-1.3683616599314914,1.552050137512141,0.3553691952333387,1.6938311397161059,-0.8102795367786036,-0.9769118182342895
1.082137858109955,1.373155233320541,0.49139890299938016,-0.45862248856647164,-1.3461319884537406,-0.3656107841031679,0.582444783108113,0.9813518737708549,0.43009645282482284
-1.2762830164997248,-1.5041956053057375,0.48930919895038744,0.9319495932677463,-1.3677960010116181,1.1994568508491186,-0.9328841484750516,0.2952373188186407,1.4861563304035421
0.7798584125539904,-0.43904174998017825,-0.47917837956347176,-0.5440102386454724,0.004298177163729452,-1.6572004949172696,-0.10331000369180436,-1.620059553952775,1.1921438603644263
0.8890641848434669,0.4383865321534154,-1.5653602586271647,0.6196788671579291,-0.9835064528306541,-0.6816862672676699,-0.9379394391427829,0.5160870883472133,0.042952061911495434
-0.13648381417029792,-1.2897443192440259,0.18309923249240542,-1.1468152538255965,0.9052119580885795,-1.2875463957462128,-1.2287664893067145,0.9534966916812612,-0.8469331220602178
0.18848784294373025,1.41563509539424,0.5521019838351754,-0.6434152091235555,-1.473159266753582,0.12918987626152797,-0.3139568201825581,0.666272593486833,-0.7872980107174701
-1.6597636016108672,1.0864608941951475,0.2932300223745611,-0.22127953212984433,0.7955335724108702,0.4504376879394857,-0.09293020763457588,0.7714986389804824,0.4179419138433322
0.17720426228467276,0.13835309778682583,-0.02331918217198842,1.5626899836781807,1.029229138817269,0.6122508496893435,-1.3937900944644532,0.1682356602084566,1.0536044553027597
-1.5506315286201173,-1.7285882743079157,-0.19576665488032963,-1.3657710225331163,0.12213381383089353,0.7692602232462709,-1.4197478030685968,-1.1713457565863445,-1.4399302815157493
0.5755497653545087,-1.6608121653769818,1.6205861740699623,0.7564863802647664,1.7010784904201846,1.0242384467606636,-1.2552266810230228,-1.601411871447608,1.2975023370917604
1.354057570235638,0.3709663723153763,-1.0271081101364812,-1.134748508226009,-0.26712439970406165,1.3843448475361178,-0.36106917739960315,0.024893530301993545,-0.9596522500160192
-0.08746886644041871,-0.6719532226384306,-1.0797587927169847,0.16576672495154432,-1.7296438069207465,-1.2133719793951736,0.4921205782163453,-0.10258552225577856,1.6675190042214334
-1.5982874787279506,-0.36313429281542786,1.312756406822176,0.49358454505799815,-1.004356313163286,-1.2396135928795162,-1.666340650109839,0.3022163574276525,1.263578278215813
-0.029728471403896478,-1.296186785921453,0.007875329455533583,-0.009010913722297134,1.5610089411738628,0.32575557504667935,0.19538734507773256,-1.4425616239332633,-0.8396770530022003
-0.909523575306674,0.09693711540300343,0.7274190979086547,-0.1563324209214104,-0.6445102593954559,-0.2620192367457895,0.6633061514332608,-0.5233501673864026,0.5888226504268447
-0.3305978553157369,1.609085004176324,-1.354638511556813,-0.17513842348698974,-0.9010093490213957,0.8698891455975011,0.28214537144190766,-0.7093429597525811,-0.38993388261124495
-0.8809411847907764,0.4684790064847876,-0.3428376729540178,0.2547716859032864,1.657829119868683,-0.4200201316034695,1.6143165993732345,0.24591271126557485,1.1758878016145313
1.6316454257984636,-1.0615275347943458,-1.5404613650321033,0.8621184585875318,-0.1641716303469736,0.21871203629157518,1.6959146840200394,0.6196978454881903,-1.2011618203966445
-0.5400647636486321,1.1475160080602758,-0.8360541748843342,0.0661871593594745,-0.19309151833785,-0.1331595525614352,-0.09496672765161489,-1.4953879709269111,0.9724516448899916
1.29363532093764,-1.4392477974155122,-1.587445982647574,-0.7038257271697272,1.1965822152143795,-1.6515212811515234,1.2717749439552273,0.6014717584486783,-0.8241616442624836
0.5753538341722572,-0.2974800559112003,1.0441074017649965,1.1213704774427944,1.69213547943127,0.24353027224531376,1.0488297921660548,1.3700326422519746,1.3836526058329788
-0.9721314591711689,0.09451762148308782,1.4856350458707337,0.223519099245235,0.5846979763780631,-0.2570496012184841,0.47748545834501355,-1.3073891172235288,1.4955594824340124
-1.6301122811487871,0.6193234049403088,0.4215217215249422,-1.0498536359392154,-0.4486488196795477,0.28624004334285214,-0.989959410602859,-0.17491660956776603,0.1712021068277405
-1.141340340226648,-1.2069741266313914,0.8750028559997814,-0.747429595184505,0.20380303638153927,1.3191210092978005,-1.1730553349708188,-1.4983366738032924,-1.3265792380810661
-1.5161722830768463,1.6476093786563073,0.8476122410452551,-1.5373844344367238,-0.21142651890404038,1.3485106660609025,0.8468921307152529,0.5167565236147108,-1.0011613321683142
1.407815460136118,0.7220056861094012,0.08154034547051962,-1.3721480448076975,1.7103885106400663,0.9639152169124247,-1.1390738893293064,-0.7780984475907332,-0.6987734062411607
0.7513754293796612,0.7524029067094056,-1.3413675821943347,-0.010260011986707741,1.6214727926844883,-0.7873088744560368,-1.4449709041032928,-1.5343083108464286,-0.7744206678977231
-0.7054151792095474,1.5481458110814197,0.4381628289936777,1.0156860388202438,-1.3659999577853492,-1.0432292303650634,0.04725308772237658,0.21185384574183613,1.1693269960103212
1.5728843278477322,1.4453589139725693,0.06080557549329866,0.968491983880579,-1.1939661120026634,-0.5444169891447436,0.37878750592008187,-1.2134594002219883,0.22687510287607976
0.8629168155762598,-1.5450001713910133,0.48078606136557744,0.17254879141190424,0.7597644036443201,-1.5625853450582372,1.4410809631324037,0.9428526777708625,1.7111327443670588
1.3803962502721094,0.9373210923877825,-1.0305691649707385,0.953590624721086,1.1851613740603062,-0.10194516035197161,1.2945899365612867,0.2805599632019694,-0.3199980374827318
1.5046806374648436,0.5466132118124714,-0.40464591041912423,0.86607638223115,1.3296697017565722,1.5536323674709758,-0.2159661164648749,-1.5541435024702774,-0.5171174302806276
0.6715052900068985,-0.03531339375120129,-0.9570567753876739,-0.06727813495282227,-0.8460128811662732,-0.962477527423439,-0.1583713458530744,0.8505790642355039,0.6264188286827536
-0.8143882535449578,0.7359236442536109,0.36294120676947894,-1.45655665435962,1.0856583958593624,-0.24553642002085607,-0.5126547563573831,-1.292708691605705,0.5980879925474838
0.5000770979209661,-0.7901026658341147,-1.2449560755629436,-1.5013299013066677,-1.6032602111355705,1.064226130772862,0.2849123224891938,0.707665235245893,-0.15857250603550446
0.5041945274313209,-1.318644344563218,-1.0203499503085944,1.5258530341708199,0.9651360418092572,1.352535368733063,0.034953673746673186,-0.9523169111080495,1.1536262775861452
-0.2080908154803526,1.6902493421158045,-0.29664630204625875,0.45031461787056964,-0.5852710691011053,1.0105109365807337,-0.5725785159685248,-0.025374234067746953,-0.7329883301887079
1.4902616130976485,-1.5786348325879005,-1.167354539956369,-0.8580828545186516,0.17675616006900216,-1.5188353231282097,-0.7124122532440006,-1.2233674055568182,-0.8262719868955848
-0.4378265270649306,-0.8464803081904528,1.3415736596939243,0.7390045115247759,-0.34555162348710744,-0.1582844116498359,-1.498206762811221,-1.081849190809212,0.7068538454630987
1.2150493288270587,-0.9999717779827754,1.6101420010047387,-1.2835041145423896,-1.7081558517074937,-0.35610548784481577,0.1339769638822327,-1.4001777252364538,-0.05035728750693511
1.5778705757791742,-0.8581377471880204,-0.9739533459380127,0.6856809667061088,-0.981284640311381,-0.5135663508343057,-1.4394760242561424,-1.6530017750135626,-1.5389430828417474
-1.6767073739949905,-0.19203069767595515,0.07931853417510117,1.3746004957477413,1.6183022383791585,0.2555031188311054,-1.4279971670416096,1.532465839666384,-1.6597291386523245
1.627400674160403,-1.1180420349793065,0.3721905206050215,0.16818469438986944,-1.6279112150182515,-1.2903123772313532,0.08913010777633992,0.748101290380817,0.4495778607221354
0.1983218255434233,1.0869163972385218,0.7290565626100213,0.34759581067039613,-1.543669944725363,-1.5497056053161524,-0.5961131209247391,1.6932005166860566,-0.16427725145795288
-0.9554967602783674,-0.5215954417197006,-1.0174231918272163,-1.3678628764653238,1.3679238379022356,0.16544660864526112,1.359706355704281,-0.9336267975841505,-0.7225742253546509
-0.3750947063484171,1.463457219960852,-1.205859176573085,-0.6156851686240343,-0.7842226383354888,1.2151281449261517,-0.8081614971493858,0.7578645002345614,-0.47887225295847796
0.7127160067727695,1.1730148673817897,-1.064458434232153,-1.1563395753079388,1.2337784663144096,-0.4699316938459332,-1.1246286685787994,0.7586633651820791,-0.7491610182774922
1.569441077210302,1.7295562372214457,-0.13959560008605507,1.5220257157517119,1.3440495226815699,-0.27132746418902237,-1.1652402806477598,-0.06870307619636054,1.2723150637880283
1.643264981940092,0.23578070829405257,0.16312087991999666,-0.2681125022998444,1.7330872048336496,-1.6564055988454687,1.0295618847141894,-1.111987458336195,-0.6248323541910288
0.9148505157100401,-1.2714295430110671,1.4960109246155309,0.8107918139818018,1.2135423472906592,-1.383472355654873,-0.8023296357772648,-0.049667023899177584,0.7058691580084553
0.5092274733820167,0.7135813119015428,-1.5483979895350333,-1.312001694938622,0.9249948236362597,0.9554190019703492,-1.4752008040381812,0.20466733910304302,-1.1932208432281453
-1.3804536367546467,-1.22215722767968,-0.4230580831899736,-0.39131960536521415,-1.158850555294702,1.5742856185981917,-1.142637950630279,0.8166667337306608,1.3290987033380555
-1.205727009766896,-1.2152656715613284,1.6052590199823062,0.7043093846736151,0.20992543769230065,-0.49313735269831555,0.9562589288338472,-0.11630060291973099,1.2780514387808912
