Elongation (%),Ultimate Tensile Strength (UTS) (MPa),Conductivity (% IACS)
-0.03805159125017023,1.7300234326997626,-0.35478380780691376
0.018450498881735968,0.17605845483916283,1.3373289337258805
-0.9602774541456722,1.640773373824984,-1.0168547025724524
-0.1862030611598615,-1.3517176108545275,0.3011914340225599
1.4677475291669826,-0.060689188258481915,-1.2764280316857428
0.47792070830708255,-1.4817299913625648,-0.7038137731330811
0.3765278041946654,-1.1958698111623765,-0.2348049343491252
1.357602769706096,0.8989584113514532,-0.8279713787262216
1.5947994268811723,-0.3507855020476439,-0.590927644199171
0.8479105515736143,-1.429679973522086,-1.4371057294033973
-1.3812938772951397,-1.1931358535848762,-0.26980646012220905
0.7821234603410846,0.5036985703004617,0.7236488673918338
0.02561164758659528,1.425560346415556,1.22257842684179
-1.0387791107973692,1.1465245267544861,1.1358628895817608
-0.43803896091714123,0.03289081189286443,1.5835002031320842
-1.3312382788235093,0.9635236742368397,0.4726960568048828
1.249944725332684,0.8768378256293103,-1.0479619138962817
-1.3173705855836375,-0.6609809000836588,0.895467776469858
1.3126535771306207,0.6939618409267196,-0.9738311844181903
0.45500300086559503,-0.36935457862926074,1.1956584679247926
-1.699078920802277,1.2034750340421994,0.28243208242959317
-0.46670359875056733,-1.2151837112604826,1.6027179182901372
1.3135836058097705,-1.7057691036089988,-1.1960560288778255
0.0980669696255605,0.6119913748392234,-1.4761783436920997
-0.5603061366652217,-0.30884961967874736,0.5803150330769732
-0.6571476444786559,0.9813020976569132,0.35043825869978157
-1.3268263511683438,0.19879368794381716,-1.4254589051375126
1.6245863940040444,-1.2944546705976392,-0.013860195435602941
1.3890493896592595,-1.5013349377745568,-0.7836894382201631
1.2244801101300127,-0.019947570341062534,1.4143831592640548
-0.9413251352649831,-0.6489667883935569,1.301745949519149
-1.414947561825026,0.830075505515338,0.7659760648610262
0.6678235244803827,-0.9140409943427741,0.4823940522873731
0.9205312323664225,-1.1331855037764005,0.5834261621000363
-0.07964375771587845,0.21411549370085928,1.67511112730448
0.4326029808962778,-0.398701729447669,-1.2514004842776782
-0.6084415633015249,-0.8564752910907028,0.8005884439757266
1.1827813544521102,-0.6468604816628544,-0.42323521394789126
1.4552089014388017,1.4347873315029838,-1.5615285414635516
-0.1855493513448191,0.32375683064432675,1.1830015090560366
0.05173478924663135,0.1911936781517319,0.13012643214672526
-0.503708080029706,1.6832787000107763,0.6319830387863657
-0.9498678701839762,1.5078172446286344,0.7153757747018721
0.3967739160593467,-1.4993255187599759,-1.6624929649902715
1.3675319600965974,-0.20611013296379327,-0.9815495463988398
0.6601382117738066,-0.8848837454905816,0.7283915025365746
-1.6089938305140525,-1.583787921167328,-0.8596601130892083
0.562553126127393,0.7813026143992904,1.0228869150149902
-0.6490459928457114,-0.08400699811739165,0.5083014226169142
-1.3754058553504085,0.6631927978762695,1.6698367811804251
1.1304561708889183,0.17289760323141265,-0.3437697219924109
0.4118640437338282,-1.5097294734651248,1.174380893420027
-0.2479847428004033,-0.43496590061354934,-0.1786397464390544
1.2768383359337947,-0.6528759436241942,1.1667142864842734
0.3304013552263085,0.6150962970258111,0.9254136037843826
-1.173962740080353,0.9010011481994683,-1.0926702942248359
1.2836294888462534,-0.4345144366692011,0.720423723673699
-1.4643454320301448,-0.49076941087868525,1.374474564489397
-0.7028701652644759,-0.8273393093476616,1.7206461101629695
-0.9092974983668647,0.6541898600221032,-0.08186814314440001
-1.2630010548112156,1.6435409724829115,-0.20554422287348642
0.8592413714820625,1.2996983822241066,-0.512185039558545
-0.29386613265036815,-0.06108835915561187,-0.1980242005911413
-0.982849649272858,1.481359547570875,0.6304266725560894
-0.3635364338879332,1.2541147660317284,0.6824862493868217
-0.9460392624694842,1.703695524070504,-1.150444227065478
-0.8390382124839657,-1.1257337636760452,-1.3730846475749754
-0.6452037545060454,0.3037358703934077,0.47051400714300184
-0.6521006762226953,-0.48189077619318726,-0.5483227928535415
-0.2946446137928263,1.0036059664379007,1.437688099108818
-0.9554955264979633,-0.7183395001312742,0.9954342312724084
0.44129600162887267,-0.1757873473305756,-0.36840043551406565
-1.708490446549951,-0.4048782874231081,-0.4218179170772513
-0.7835288153698848,-0.6463173668032776,1.0469943447007184
-0.8853733932169507,-0.1711370379540514,-1.644733615732209
-0.4990252799850638,-0.8274721277334778,0.2963154877118748
-1.314826400290448,-0.1104852649736148,-1.0464449554692452
0.7517398749585695,-1.0186827375721916,-1.1443975802460453
-1.4117864455994515,-1.4306132387089034,-1.378118917914055
-0.026638974296816845,-0.2544200335588851,0.640054527304971
1.5314299051054934,-1.218240147303222,0.0120662002525407
-0.1811143897403314,-0.41697361654262244,1.6844190128248544
-0.004910256725365957,0.7538874478393182,-0.9829960960711681
-1.6196264205549933,-0.8017753570829699,1.05047200020082
0.13653745283412658,-1.2563304384309626,-1.2404111453020528
-1.637372420580948,-1.521998650889239,-0.3393525904206801
1.1129177108452457,1.5967309192289707,0.6277854640056809
-0.3737867098621474,-1.2023272125436493,-1.3016058714297756
0.0882105413321822,-1.1714350550085708,1.3578180999123084
1.2822873915023445,0.3935840400218603,-1.6370068816795642
-0.2591269043317844,-1.4819211681353426,-0.6341064176156438
-1.6039769845797802,1.5411636182072606,-0.2979856676480599
1.3626524634867727,0.4181474624542246,0.3479549876111804
-0.7240813737417066,-1.436987639734436,0.42799154700681047
1.0625086192046713,1.119818969011468,-0.12346246636187118
0.08222329578355674,-1.6873590610163045,-1.0029537111372793
-0.7572597127758103,-0.6260257400864021,-0.8808032402973982
0.9534955184660288,0.2496966274461211,0.27188228446738744
0.6065203255883567,1.4995705264599586,0.6950782019601806
1.1616111160164744,0.8840238617465238,0.6559742485568683
0.6735574347766009,0.5432862080442162,-0.31862510686079537
1.6959179901455803,-1.1518500147434119,-0.30339265709324154
0.5252666887811078,0.4256929805447398,0.8007819679123747
-0.5922891567497868,0.2113208776703396,0.052514350498224754
-0.43785648146888934,-1.567578416446344,0.22439522318307706
-1.7035359991123418,-0.5421497199179832,-0.699585216140836
-1.6053066886090086,-1.2740309119664364,-1.2947571982439938
0.5010326590529111,0.7878791181531536,0.5298595203216577
-1.683642391059645,1.7105216638079002,1.2751736195984806
1.5383686217916066,0.8554273811420925,1.4098340807880232
1.2587669664518357,-1.3455313892416914,1.6458417335685676
0.849888190735977,1.295461539882087,0.9244161138217484
0.7582976457599423,-1.7164739686787172,-0.9124499865002694
1.1400710132804885,0.8579102279171076,-0.8283779467759983
1.3629228348767477,-1.6232213154921256,-0.5866981068779765
-1.4610726352505963,-1.0417308324100147,0.44888658320051406
